FECHA_CORTE;UBIGEO;DEPARTAMENTO;PROVINCIA ;DISTRITO;ANIO;SEMESTRE;FECHA_DE_MATRICULA;ESCUELA;CURSOS;CREDITOS;EDAD
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;16112023;ECOTURISMO;7;22;21
20230627;80914;CUSCO;LA CONVENCIÓN;MEGANTONI;2023;2023-1;17112023;ECOTURISMO;7;22;18
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;18112023;ECOTURISMO;3;11;40
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;19112023;ECOTURISMO;6;21;19
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;20112023;ECOTURISMO;5;18;27
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;21112023;ECOTURISMO;6;22;20
20230627;80902;CUSCO;LA CONVENCIÓN;ECHARATE;2023;2023-1;22112023;ECOTURISMO;6;20;29
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;23112023;ECOTURISMO;7;22;19
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;24112023;ECOTURISMO;3;11;19
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;25112023;ECOTURISMO;6;21;25
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;26112023;ECOTURISMO;6;19;19
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;27112023;ECOTURISMO;7;22;16
20230627;80910;CUSCO;LA CONVENCIÓN;PICHARI;2023;2023-1;28112023;ECOTURISMO;4;13;22
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;29112023;ECOTURISMO;7;22;18
20230627;80207;CUSCO;ACOMAYO;SANGARARA;2023;2023-1;30112023;ECOTURISMO;6;21;25
20230627;80904;CUSCO;LA CONVENCIÓN;MARANURA;2023;2023-1;1122023;ECOTURISMO;6;21;18
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;2122023;ECOTURISMO;7;21;21
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;3122023;ECOTURISMO;6;19;18
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;4122023;ECOTURISMO;3;11;18
20230627;80701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;2023;2023-1;5122023;ECOTURISMO;7;22;17
20230627;80902;CUSCO;LA CONVENCIÓN;ECHARATE;2023;2023-1;6122023;ECOTURISMO;7;22;22
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;7122023;ECOTURISMO;6;21;21
